Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Date,YearMonth
8,3,2023,41,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,13,12,25,2023-03-08,2023-03
16,3,2021,41,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,46,44,90,2021-03-16,2021-03
16,3,2023,41,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,46,44,90,2023-03-16,2023-03
26,5,2021,41,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,59,56,115,2021-05-26,2021-05
26,5,2021,41,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,4,4,8,2021-05-26,2021-05
26,5,2023,41,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,55,52,107,2023-05-26,2023-05
26,5,2023,41,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,2,2,4,2023-05-26,2023-05
5,6,2021,42,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,3,1,4,7,3,10,2021-06-05,2021-06
5,6,2021,42,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,4,1,4,9,4,13,2021-06-05,2021-06
5,6,2023,42,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,5,1,4,11,5,16,2023-06-05,2023-06
5,6,2023,42,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,1,1,4,2,1,3,2023-06-05,2023-06
20,6,2021,53,Adults (35-64),F,France,Somme,Accessories,Tires and Tubes,Touring Tire Tube,12,2,5,25,24,49,2021-06-20,2021-06
20,6,2023,53,Adults (35-64),F,France,Somme,Accessories,Tires and Tubes,Touring Tire Tube,9,2,5,19,18,37,2023-06-20,2023-06
6,11,2020,51,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,14,8,21,111,112,223,2020-11-06,2020-11
6,11,2020,51,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,26,8,21,207,208,415,2020-11-06,2020-11
6,11,2022,51,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,13,8,21,103,104,207,2022-11-06,2022-11
6,11,2022,51,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,27,8,21,215,216,431,2022-11-06,2022-11
26,1,2021,51,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,20,8,21,159,160,319,2021-01-26,2021-01
26,1,2021,51,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,28,8,21,223,224,447,2021-01-26,2021-01
26,1,2021,51,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,30,8,21,239,240,479,2021-01-26,2021-01
26,1,2023,51,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,22,8,21,175,176,351,2023-01-26,2023-01
26,1,2023,51,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,26,8,21,207,208,415,2023-01-26,2023-01
26,1,2023,51,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,28,8,21,223,224,447,2023-01-26,2023-01
28,5,2021,51,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,4,7,11,2021-05-28,2021-05
28,5,2023,51,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,6,9,15,2023-05-28,2023-05
9,7,2021,44,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,12,8,21,96,96,192,2021-07-09,2021-07
9,7,2023,44,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,10,8,21,80,80,160,2023-07-09,2023-07
29,9,2020,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,63,60,123,2020-09-29,2020-09
29,9,2022,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,32,2,5,67,64,131,2022-09-29,2022-09
16,2,2021,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,32,30,62,2021-02-16,2021-02
16,2,2021,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,59,56,115,2021-02-16,2021-02
16,2,2023,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,32,30,62,2023-02-16,2023-02
16,2,2023,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,59,56,115,2023-02-16,2023-02
16,4,2021,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,16,2,5,34,32,66,2021-04-16,2021-04
16,4,2023,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,36,34,70,2023-04-16,2023-04
24,2,2021,47,Adults (35-64),M,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,68,24,92,2021-02-24,2021-02
24,2,2021,47,Adults (35-64),M,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,74,26,100,2021-02-24,2021-02
24,2,2023,47,Adults (35-64),M,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,65,23,88,2023-02-24,2023-02
24,2,2023,47,Adults (35-64),M,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,68,24,92,2023-02-24,2023-02
4,4,2021,47,Adults (35-64),M,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27,2021-04-04,2021-04
4,4,2023,47,Adults (35-64),M,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27,2023-04-04,2023-04
30,6,2021,47,Adults (35-64),M,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,16,1,4,45,16,61,2021-06-30,2021-06
30,6,2021,47,Adults (35-64),M,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,23,8,31,2021-06-30,2021-06
30,6,2021,47,Adults (35-64),M,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,43,15,58,2021-06-30,2021-06
30,6,2023,47,Adults (35-64),M,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,43,15,58,2023-06-30,2023-06
30,6,2023,47,Adults (35-64),M,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27,2023-06-30,2023-06
30,6,2023,47,Adults (35-64),M,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,40,14,54,2023-06-30,2023-06
5,2,2021,47,Adults (35-64),M,France,Charente-Maritime,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,12,12,24,2021-02-05,2021-02
5,2,2023,47,Adults (35-64),M,France,Charente-Maritime,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,10,10,20,2023-02-05,2023-02
16,12,2020,48,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,17,26,43,2020-12-16,2020-12
16,12,2022,48,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,15,24,39,2022-12-16,2022-12
17,5,2021,49,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,4,4,8,2021-05-17,2021-05
17,5,2023,49,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,2,2,4,2023-05-17,2023-05
4,7,2021,49,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,13,2,5,27,26,53,2021-07-04,2021-07
4,7,2023,49,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,10,2,5,21,20,41,2023-07-04,2023-07
14,5,2021,32,Young Adults (25-34),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,15,12,27,2021-05-14,2021-05
14,5,2021,32,Young Adults (25-34),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,18,2,5,44,36,80,2021-05-14,2021-05
14,5,2023,32,Young Adults (25-34),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,15,12,27,2023-05-14,2023-05
14,5,2023,32,Young Adults (25-34),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,18,2,5,44,36,80,2023-05-14,2023-05
27,10,2020,32,Young Adults (25-34),M,France,Charente-Maritime,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,41,28,69,2020-10-27,2020-10
27,10,2020,32,Young Adults (25-34),M,France,Charente-Maritime,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,32,22,54,2020-10-27,2020-10
27,10,2022,32,Young Adults (25-34),M,France,Charente-Maritime,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,46,32,78,2022-10-27,2022-10
27,10,2022,32,Young Adults (25-34),M,France,Charente-Maritime,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,35,24,59,2022-10-27,2022-10
14,12,2020,64,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3,2020-12-14,2020-12
14,12,2022,64,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,2022-12-14,2022-12
2,8,2020,34,Young Adults (25-34),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,12,20,32,2020-08-02,2020-08
2,8,2020,34,Young Adults (25-34),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,13,22,35,2020-08-02,2020-08
2,8,2022,34,Young Adults (25-34),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,12,20,32,2022-08-02,2022-08
2,8,2022,34,Young Adults (25-34),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,11,19,30,2022-08-02,2022-08
17,12,2020,21,Youth (<25),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire,22,11,29,243,242,485,2020-12-17,2020-12
17,12,2020,21,Youth (<25),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire,22,11,29,243,242,485,2020-12-17,2020-12
17,12,2022,21,Youth (<25),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire,24,11,29,265,264,529,2022-12-17,2022-12
17,12,2022,21,Youth (<25),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire,24,11,29,265,264,529,2022-12-17,2022-12
30,3,2021,21,Youth (<25),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire,21,11,29,232,231,463,2021-03-30,2021-03
30,3,2021,21,Youth (<25),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire,6,11,29,66,66,132,2021-03-30,2021-03
30,3,2023,21,Youth (<25),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire,22,11,29,243,242,485,2023-03-30,2023-03
30,3,2023,21,Youth (<25),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire,5,11,29,55,55,110,2023-03-30,2023-03
25,5,2021,21,Youth (<25),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire,29,11,29,320,319,639,2021-05-25,2021-05
25,5,2023,21,Youth (<25),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire,28,11,29,309,308,617,2023-05-25,2023-05
18,11,2020,23,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,14,1,4,32,14,46,2020-11-18,2020-11
18,11,2022,23,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,14,1,4,32,14,46,2022-11-18,2022-11
7,12,2020,23,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,19,1,4,43,19,62,2020-12-07,2020-12
7,12,2022,23,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,16,1,4,36,16,52,2022-12-07,2022-12
14,4,2021,23,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,7,1,4,16,7,23,2021-04-14,2021-04
14,4,2021,23,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,1,1,4,2,1,3,2021-04-14,2021-04
14,4,2023,23,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,5,1,4,11,5,16,2023-04-14,2023-04
14,4,2023,23,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,3,1,4,7,3,10,2023-04-14,2023-04
19,6,2021,23,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,30,1,4,68,30,98,2021-06-19,2021-06
19,6,2023,23,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,28,1,4,64,28,92,2023-06-19,2023-06
30,12,2020,35,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire,27,11,29,345,297,642,2020-12-30,2020-12
30,12,2022,35,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire,27,11,29,345,297,642,2022-12-30,2022-12
30,3,2021,35,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire,6,11,29,77,66,143,2021-03-30,2021-03
30,3,2021,35,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire,12,11,29,153,132,285,2021-03-30,2021-03
30,3,2023,35,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire,3,11,29,38,33,71,2023-03-30,2023-03
30,3,2023,35,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire,12,11,29,153,132,285,2023-03-30,2023-03
10,3,2021,60,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,64,26,90,2021-03-10,2021-03
10,3,2021,60,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,15,6,21,2021-03-10,2021-03
10,3,2023,60,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,60,24,84,2023-03-10,2023-03
10,3,2023,60,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,17,7,24,2023-03-10,2023-03
28,6,2021,59,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,19,26,45,2021-06-28,2021-06
28,6,2021,59,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5,2021-06-28,2021-06
28,6,2023,59,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,19,26,45,2023-06-28,2023-06
28,6,2023,59,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,3,4,7,2023-06-28,2023-06
12,8,2020,55,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,16,25,41,2020-08-12,2020-08
12,8,2020,55,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8,2020-08-12,2020-08
12,8,2022,55,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,14,22,36,2022-08-12,2022-08
12,8,2022,55,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3,2022-08-12,2022-08
10,10,2020,55,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3,2020-10-10,2020-10
10,10,2020,55,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8,2020-10-10,2020-10
10,10,2022,55,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,2022-10-10,2022-10
10,10,2022,55,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3,2022-10-10,2022-10
16,4,2021,37,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,46,44,90,2021-04-16,2021-04
16,4,2021,37,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,63,60,123,2021-04-16,2021-04
16,4,2023,37,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,19,2,5,40,38,78,2023-04-16,2023-04
16,4,2023,37,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,32,2,5,67,64,131,2023-04-16,2023-04
7,6,2021,37,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,46,44,90,2021-06-07,2021-06
7,6,2021,37,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,57,54,111,2021-06-07,2021-06
7,6,2023,37,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,19,2,5,40,38,78,2023-06-07,2023-06
7,6,2023,37,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,55,52,107,2023-06-07,2023-06
4,3,2021,37,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,12,19,31,2021-03-04,2021-03
4,3,2021,37,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,11,17,28,2021-03-04,2021-03
4,3,2023,37,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,13,21,34,2023-03-04,2023-03
4,3,2023,37,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,10,15,25,2023-03-04,2023-03
27,4,2021,37,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,8,13,21,2021-04-27,2021-04
27,4,2021,37,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8,2021-04-27,2021-04
27,4,2023,37,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,10,15,25,2023-04-27,2023-04
27,4,2023,37,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8,2023-04-27,2023-04
13,11,2020,40,Adults (35-64),F,France,Essonne,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,411,755,1166,2020-11-13,2020-11
13,11,2022,40,Adults (35-64),F,France,Essonne,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,411,755,1166,2022-11-13,2022-11
20,2,2021,40,Adults (35-64),F,France,Essonne,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,411,755,1166,2021-02-20,2021-02
20,2,2023,40,Adults (35-64),F,France,Essonne,Bikes,Touring Bikes,"Touring-2000 Blue, 54",2,755,1215,823,1510,2333,2023-02-20,2023-02
1,5,2021,40,Adults (35-64),F,France,Essonne,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,411,755,1166,2021-05-01,2021-05
1,5,2023,40,Adults (35-64),F,France,Essonne,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,411,755,1166,2023-05-01,2023-05
23,2,2021,40,Adults (35-64),M,France,Yveline,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,330,1482,1812,2021-02-23,2021-02
23,2,2023,40,Adults (35-64),M,France,Yveline,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,330,1482,1812,2023-02-23,2023-02
21,5,2021,40,Adults (35-64),M,France,Yveline,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,330,1482,1812,2021-05-21,2021-05
21,5,2023,40,Adults (35-64),M,France,Yveline,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",3,1482,2384,990,4446,5436,2023-05-21,2023-05
6,6,2021,40,Adults (35-64),M,France,Yveline,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,330,1482,1812,2021-06-06,2021-06
6,6,2023,40,Adults (35-64),M,France,Yveline,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",2,1482,2384,660,2964,3624,2023-06-06,2023-06
18,2,2021,52,Adults (35-64),F,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,147,461,608,2021-02-18,2021-02
18,2,2023,52,Adults (35-64),F,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,147,461,608,2023-02-18,2023-02
4,5,2021,52,Adults (35-64),F,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,147,461,608,2021-05-04,2021-05
4,5,2023,52,Adults (35-64),F,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,147,461,608,2023-05-04,2023-05
17,6,2021,52,Adults (35-64),F,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,147,461,608,2021-06-17,2021-06
17,6,2023,52,Adults (35-64),F,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,147,461,608,2023-06-17,2023-06
12,3,2021,45,Adults (35-64),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,735,1482,2217,2021-03-12,2021-03
12,3,2023,45,Adults (35-64),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Blue, 46",3,1482,2384,2205,4446,6651,2023-03-12,2023-03
26,6,2021,45,Adults (35-64),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,735,1482,2217,2021-06-26,2021-06
26,6,2023,45,Adults (35-64),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,735,1482,2217,2023-06-26,2023-06
4,11,2020,46,Adults (35-64),F,France,Seine et Marne,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,473,1482,1955,2020-11-04,2020-11
4,11,2022,46,Adults (35-64),F,France,Seine et Marne,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",3,1482,2384,1419,4446,5865,2022-11-04,2022-11
11,3,2021,46,Adults (35-64),F,France,Seine et Marne,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,473,1482,1955,2021-03-11,2021-03
11,3,2023,46,Adults (35-64),F,France,Seine et Marne,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",3,1482,2384,1419,4446,5865,2023-03-11,2023-03
5,7,2020,46,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,473,1482,1955,2020-07-05,2020-07
5,7,2022,46,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,473,1482,1955,2022-07-05,2022-07
2,12,2020,46,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,473,1482,1955,2020-12-02,2020-12
2,12,2022,46,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,473,1482,1955,2022-12-02,2022-12
29,1,2021,46,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,473,1482,1955,2021-01-29,2021-01
29,1,2023,46,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,473,1482,1955,2023-01-29,2023-01
17,3,2021,46,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,473,1482,1955,2021-03-17,2021-03
17,3,2023,46,Adults (35-64),M,France,Seine Saint Denis,Bikes,Touring Bikes,"Touring-1000 Blue, 60",3,1482,2384,1419,4446,5865,2023-03-17,2023-03
26,7,2020,49,Adults (35-64),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,735,1482,2217,2020-07-26,2020-07
26,7,2022,49,Adults (35-64),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,735,1482,2217,2022-07-26,2022-07
9,9,2020,49,Adults (35-64),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,735,1482,2217,2020-09-09,2020-09
9,9,2022,49,Adults (35-64),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",3,1482,2384,2205,4446,6651,2022-09-09,2022-09
24,2,2021,49,Adults (35-64),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,735,1482,2217,2021-02-24,2021-02
24,2,2023,49,Adults (35-64),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",2,1482,2384,1470,2964,4434,2023-02-24,2023-02
22,4,2021,49,Adults (35-64),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,735,1482,2217,2021-04-22,2021-04
22,4,2023,49,Adults (35-64),F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",2,1482,2384,1470,2964,4434,2023-04-22,2023-04
4,7,2020,40,Adults (35-64),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,147,461,608,2020-07-04,2020-07
4,7,2022,40,Adults (35-64),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-3000 Blue, 58",2,461,742,295,922,1217,2022-07-04,2022-07
9,4,2021,40,Adults (35-64),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,147,461,608,2021-04-09,2021-04
9,4,2023,40,Adults (35-64),F,France,Seine (Paris),Bikes,Touring Bikes,"Touring-3000 Blue, 58",3,461,742,442,1383,1825,2023-04-09,2023-04
3,8,2020,42,Adults (35-64),M,France,Nord,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,592,1482,2074,2020-08-03,2020-08
3,8,2022,42,Adults (35-64),M,France,Nord,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",3,1482,2384,1776,4446,6222,2022-08-03,2022-08
12,4,2021,42,Adults (35-64),M,France,Nord,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,592,1482,2074,2021-04-12,2021-04
